ano_dado,variavel,linhas,nao_ausentes,minimo,maximo,ausentes
2022,renda_domiciliar_per_capita_censo2022_reais,5570,5570,288.65,4299.91,0
2022,renda_domiciliar_per_capita_mediana_censo2022_reais,5570,5570,160.0,2500.0,0
2022,sidra_10201_v1013436_c2072_77584,5570,5570,100.0,100.0,0
2022,sidra_10201_v1013436_c2072_77585,5570,5570,24.54,98.08,0
2022,sidra_10201_v1013436_c2072_77586,5570,5570,1.92,75.46,0
2022,sidra_10201_v13436_c2072_77584,5570,5570,742.0,10119176.0,0
2022,sidra_10201_v13436_c2072_77585,5570,5570,643.0,9511125.0,0
2022,sidra_10201_v13436_c2072_77586,5570,5570,16.0,608051.0,0
2022,sidra_6803_v1000381_c1821_72129,5570,5570,100.0,100.0,0
2022,sidra_6803_v1000381_c1821_72144,5570,5570,0.0,100.0,0
2022,sidra_6803_v1000381_c1821_72145,5570,5570,0.0,72.73,0
2022,sidra_6803_v1000381_c1821_72153,5570,5570,0.0,100.0,0
2022,sidra_6803_v381_c1821_72129,5570,5570,322.0,4307665.0,0
2022,sidra_6803_v381_c1821_72144,5570,5570,0.0,4271130.0,0
2022,sidra_6803_v381_c1821_72145,5570,5570,0.0,55958.0,0
2022,sidra_6803_v381_c1821_72153,5570,5570,0.0,100249.0,0
2022,sidra_6805_v1000381_c11558_46290,5570,5570,0.0,99.95,0
2022,sidra_6805_v1000381_c11558_46292,5570,5570,100.0,100.0,0
2022,sidra_6805_v1000381_c11558_72112,5570,5570,0.0,98.99,0
2022,sidra_6805_v1000381_c11558_72113,5570,5570,0.0,99.55,0
2022,sidra_6805_v1000381_c11558_92861,5570,5570,0.0,39.73,0
2022,sidra_6805_v381_c11558_46290,5570,5570,0.0,4102035.0,0
2022,sidra_6805_v381_c11558_46292,5570,5570,322.0,4307665.0,0
2022,sidra_6805_v381_c11558_72112,5570,5570,0.0,145018.0,0
2022,sidra_6805_v381_c11558_72113,5570,5570,0.0,115519.0,0
2022,sidra_6805_v381_c11558_92861,5570,5570,0.0,4168.0,0
2022,sidra_9923_v1000093_c1_1,5570,5570,7.33,100.0,0
2022,sidra_9923_v1000093_c1_2,5570,5570,0.0,92.67,0
2022,sidra_9923_v1000093_c1_6795,5570,5570,100.0,100.0,0
2022,sidra_9923_v93_c1_1,5570,5570,197.0,11434786.0,0
2022,sidra_9923_v93_c1_2,5570,5570,0.0,99299.0,0
2022,sidra_9923_v93_c1_6795,5570,5570,833.0,11451999.0,0
2022,vab_administracao_publica_mil_reais,5570,0,,,5570
2022,vab_agropecuaria_mil_reais,5570,0,,,5570
2022,vab_industria_mil_reais,5570,0,,,5570
2022,vab_servicos_mil_reais,5570,0,,,5570
2022,vab_total_mil_reais,5570,0,,,5570
2023,cempre_pessoal_assalariado_desde2022,5570,5570,12.0,5155619.0,0
2023,cempre_pessoal_ocupado_desde2022,5570,5570,63.0,6711684.0,0
2023,cempre_remuneracoes_mil_reais_desde2022,5570,5570,252.0,357322208.0,0
2023,cempre_unidades_locais_desde2022,5570,5570,32.0,1190695.0,0
2023,educ_abandono_fundamental_anos_finais_pct,5570,5569,0.0,25.2,1
2023,educ_abandono_fundamental_anos_iniciais_pct,5570,5569,0.0,13.2,1
2023,educ_abandono_fundamental_pct,5570,5569,0.0,19.2,1
2023,educ_abandono_medio_pct,5570,5563,0.0,37.5,7
2023,educ_aprovacao_fundamental_anos_finais_pct,5570,5569,57.2,100.0,1
2023,educ_aprovacao_fundamental_anos_iniciais_pct,5570,5569,74.0,100.0,1
2023,educ_aprovacao_fundamental_pct,5570,5569,68.8,100.0,1
2023,educ_aprovacao_medio_pct,5570,5563,53.3,100.0,7
2023,educ_reprovacao_fundamental_anos_finais_pct,5570,5569,0.0,35.4,1
2023,educ_reprovacao_fundamental_anos_iniciais_pct,5570,5569,0.0,23.7,1
2023,educ_reprovacao_fundamental_pct,5570,5569,0.0,26.3,1
2023,educ_reprovacao_medio_pct,5570,5563,0.0,34.0,7
2023,impostos_liquidos_mil_reais,5570,0,,,5570
2023,pib_mil_reais,5570,5570,25284.397,1066825104.983,0
2023,pib_per_capita_reais,5570,5570,7201.7,722441.52,0
2023,vab_administracao_publica_mil_reais,5570,0,,,5570
2023,vab_agropecuaria_mil_reais,5570,0,,,5570
2023,vab_industria_mil_reais,5570,0,,,5570
2023,vab_servicos_mil_reais,5570,0,,,5570
2023,vab_total_mil_reais,5570,0,,,5570
